,SRR3917608,SRR3736988,SRR3736989,SRR3917587,SRR3917627,SRR3917619,SRR3736999,SRR3736998,SRR3737029,SRR3737001,SRR3737015,SRR3917694,SRR3730381,SRR3730395,SRR3730356,SRR3730357,SRR3730394,SRR3730380,SRR3917695,SRR3737014,SRR3737000,SRR3737028,SRR3737016,SRR3737002,SRR3917697,SRR3730396,SRR3730382,SRR3730355,SRR3730369,SRR3730368,SRR3730354,SRR3730383,SRR3730397,SRR3917696,SRR3737003,SRR3737017,SRR3737013,SRR3737007,SRR3917686,SRR3917692,SRR3730393,SRR3730387,SRR3730378,SRR3730350,SRR3730345,SRR3730351,SRR3730379,SRR3730386,SRR3730392,SRR3917693,SRR3917687,SRR3737006,SRR3737012,SRR3737004,SRR3737010,SRR3917691,SRR3730384,SRR3730390,SRR3730347,SRR3730353,SRR3730352,SRR3730346,SRR3730391,SRR3730385,SRR3917690,SRR3737011,SRR3737005,SRR3737020,SRR3917689,SRR3730388,SRR3730363,SRR3730377,SRR3730376,SRR3730362,SRR3730389,SRR3917688,SRR3737021,SRR3737009,SRR3737023,SRR3730374,SRR3730360,SRR3730348,SRR3730349,SRR3730361,SRR3730375,SRR3917648,SRR3737022,SRR3737026,SRR3730359,SRR3730371,SRR3730365,SRR3730364,SRR3730370,SRR3730358,SRR3917665,SRR3737025,SRR3737031,SRR3917698,SRR3730399,SRR3730400,SRR3730366,SRR3730372,SRR3730373,SRR3730367,SRR3730398,SRR3737018,SRR3737030,SRR3737024,SRR3917563,SRR3736995,SRR3736994,SRR3917562,SRR3736996,SRR3736997,SRR3736987,SRR3736993,SRR3736986,SRR3736990,SRR3736984,SRR3736985,SRR3736991
1677857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1501391,0,0,2,0,9,1,0,2137,9,2,1,10,0,0,0,0,0,0,5,0,0,15,0,1717,0,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,6,0,0,0,1,742,0,0,0,3,0,1,1
1262832,633,159,124,62,380,95,7,14,13,8,47,4,0,0,0,0,0,0,3,496,9,2,0,7,27,0,0,0,0,0,2,0,0,13,5,38,79,4,2,2,0,0,0,0,0,0,0,0,0,1,200,4,65,2,54,9,0,0,0,0,0,0,0,0,53,44,4,6,14,0,0,0,0,0,0,12,2,8,10,0,0,0,0,0,0,117,111,5,0,0,0,0,0,0,65,16,40,27,0,0,0,0,0,0,0,174,20,14,39,18,64,9,16,39,36,99,19,66,8,8,68
1506471,0,0,39,1,0,0,0,0,0,137,24,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,6,0,6,0,2,0,0,0,0,1,0,0,0,8,100,0,116,0,31,4,32,0,0,0,0,1,0,0,0,11,0,0,1,0,25,0,144,1,0,0,0,0,0,102,0,0,12,0,0,0,0,0,45,0,0,0,89,0,0,30,0,0,6,0,3,0,0,0,0,0,0,0,0,2,0,5,16,0,0,0,0,88,5,0,0,0,20,1,0,0,0,0,6,0
29360,1,0,1,3,1,1,1,0,1,0,0,1,76,65,46,74,138,39,0,1,1,0,0,1,1,35,65,149,216,36,40,47,89,1,0,0,5,0,0,0,104,42,43,41,40,39,50,113,138,0,1,0,1,1,1,1,56,91,55,100,173,46,69,88,0,1,0,0,1,66,39,39,106,86,84,1,0,0,1,46,28,26,139,42,36,1,1,0,46,78,106,69,79,58,0,1,1,0,147,27,90,37,51,105,105,0,1,1,0,1,0,1,1,1,3,1,0,1,1,0,1
29581,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,6,0,1,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39496,396,93,199,336,255,125,41,22,168,234,103,25,123,31,19,12,146,3,98,486,136,142,0,90,152,21,0,34,7,80,140,39,48,138,73,513,284,21,16,139,7,1070,44,533,11,180,237,514,0,2,86,40,4,56,94,17,0,960,202,25,148,235,64,40,12,146,8,80,80,259,14,73,190,376,1831,60,196,113,26,37,3,66,460,237,4,283,23,11,36,302,1239,79,316,5,10,19,136,5,31,78,85,145,1670,95,74,12,70,23,39,37,36,129,344,16,410,10,7,1117,87,30,222
1870997,1,6,1,2,2,1,2,3,1,3,1,2,0,24,0,0,0,0,1,6,2,1,0,2,4,52,0,10,7,64,0,0,2,18,10,1,1,1,2,0,6,5,0,31,517,0,65,0,42,0,12,1,1,1,10,1,348,136,65,11,61,0,6,56,6,2,1,1,5,50,17,13,32,30,369,2,1,5,1,56,2655,168,83,70,0,1,14,2,0,114,398,162,25,0,1,2,1,1,0,192,4,0,16,9,41,1,26,2,1,13,2,2,1,2,1,1,1,2,2,1,1
387090,626,273,3101,1,580,1381,5,4,4,2,520,85,0,0,0,21,0,0,7,248,5,21,3880,5,13,0,0,0,0,151,0,0,2,3,12,10,2,0,18,0,12,381,0,0,0,0,0,0,0,5,9,21,12,0,8,5,0,4,0,0,0,0,6,19,2,107,0,45,4,0,18,35,0,45,0,4,0,12,2,4,0,0,0,2,0,11,17,0,0,0,0,0,63,0,15,3,190,10,0,10,6,0,0,34,0,22,6,7,10,12,23,1,4,2,1,8,9,222,1,62,8
33871,2,1,0,0,0,0,1,0,0,0,0,1,4,2,2,0,35,22,1,0,0,4,0,0,1,3,3,35,0,20,45,0,20,0,0,0,0,0,0,5,0,5,4,8,5,0,2,0,9,2,0,1,1,5,0,0,12,6,0,20,0,0,7,0,0,0,1,0,0,11,6,44,26,5,9,1,2,0,2,0,10,19,0,26,4,0,0,1,0,0,23,8,7,0,0,1,0,0,0,11,18,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1834196,32,18,10,14,11,8,6,7,12,4,8,3,385,273,333,96,192,234,7,33,13,8,2333,7,44,127,176,159,176,977,504,87,333,98,19,10,13,5,13,2,0,117,1882,432,1823,360,192,392,210,25,9,9,7,2,89,4,2671,107,223,712,610,29,332,372,6,22,62,17,8,388,192,243,255,125,178,4,2,24,8,583,2050,163,481,227,48,6,10,104,204,188,218,200,403,92,4,4,22,8,176,211,437,103,212,515,947,4,113,5,4,10,24,12,8,6,12,4,11,13,11,10,5
157782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292021,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,3,0,0,0,1,0,0,0,5,0,0,0,7,15,2,4,0,0,0,0,0,0,0,0,0,19,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,0,4,2,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226325,13,10,2,15,10,4,6,13,33,4,6,7,2,0,5,0,4,0,22,9,12,8,0,8,23,0,0,0,0,0,0,2,2,4,47,330,19,6,9,3,0,0,1,2,0,0,0,0,0,3,12,9,7,2,5,7,0,0,0,0,0,0,0,5,3,61,10,1606,17,0,0,0,0,0,0,7,5,57,10,0,0,0,0,0,0,29,28,15,0,5,42,0,0,0,4,9,149,7,0,0,0,0,0,57,38,8,7,20,4,53,520,10,9,9,18,9,11,12,11,7,74
78448,1,1,0,1,0,1,2,1,1,1,1,7,0,0,0,0,0,0,6,0,1,8,0,3,1,0,0,0,0,0,0,0,0,6,2,0,2,19,4,6,0,0,0,0,0,0,0,0,0,26,2,2,1,4,4,1,0,0,0,0,0,0,0,0,10,1,9,1,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,0,3,0,1,0,0,1,0
1364,0,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0
1952410,1,1,2,9,7,1,17,6,2,5,2,2,0,0,0,0,0,0,3,1,2,8,0,3,4,0,0,0,0,0,0,0,0,1,3,6,13,1,7,11,0,0,0,0,0,0,0,0,0,2,1,17,38,10,1,16,0,0,0,0,0,0,0,0,1,4,7,6,1,0,0,0,0,0,0,5,11,4,16,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,4,6,3,43,0,0,0,0,0,0,0,3,6,3,13,2,7,2,14,2,14,2,73,9,1,3,7
1946528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,26,7,1,0,5,2,3,6,10,4,4,2,280,50,155,51,81,30,9,30,1,2,0,4,4,62,78,17,67,31,30,40,404,1,2,12,1,2,11,0,42,90,129,80,16,67,61,36,116,2,4,1,0,1,2,7,19,45,101,47,49,35,103,19,2,1,2,2,4,77,22,31,50,69,73,5,1,6,8,113,3,100,42,11,12,4,21,2,53,91,48,38,109,145,34,24,0,0,38,22,128,200,97,63,121,36,1,4,4,14,3,4,5,1,9,17,0,6,2,12,4
82688,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262808,0,0,1,8,2,1,6,3,1,1,1,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,2,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,18,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,4,8,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,15,0,0,0,0,0,0,0,1,1,1,1,1,2,1,10,1,10,1,11,2,1,1,2
1780376,1,1,1,2,2,0,1,41,4,15,0,58,0,0,0,0,0,0,10,1,31,68,0,31,1,0,0,0,0,0,0,0,0,6,25,55,2,0,10,1,0,0,0,0,0,0,0,0,0,1,1,66,15,2,16,1,0,0,0,0,0,0,0,0,0,1,2,6,5,0,0,0,0,0,0,5,1,39,2,0,0,0,0,0,0,12,6,1,0,0,6,0,0,0,29,1,1,11,0,0,0,0,0,0,0,12,10,37,28,8,4,10,4,13,1,5,14,2,8,0,52
1090379,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,47,3,0,0,0,0,0,0,0,2,0,0,7,0,7,3,13,0,0,0,0,0,0,0,8,5,1,0,0,0,2,97,0,0,0,0,0,0,0,0,0,4,0,1,8,0,7,6,0,0,0,0,0,0,3,0,0,33,5,0,0,0,0,5,0,0,5,3,0,0,0,0,3,0,0,2,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262761,2,5,5,913,5,4,8,7,4,3,6,48,0,0,0,0,0,0,3,8,2,159,2181,21,5,0,0,0,0,0,0,0,0,3,3,11,126,2,2,82,0,0,0,0,0,0,0,0,0,2,4,17,481,30,3,9,0,0,0,0,0,0,0,0,36,6,4,4,5,0,0,0,0,0,0,14,86,5,28,0,0,0,0,0,0,17,3,7,0,0,0,0,0,0,2,9,2,33,0,0,0,0,0,0,0,3,2,6,2,4,3,4,22,12,76,4,236,6,2,5,11
544645,2,68,19,9,101,4,140,30,2,1,2,6,0,0,0,0,0,0,0,63,26,6,0,132,0,0,0,0,0,0,0,0,0,0,1,3,20,0,2,1,0,0,0,0,0,0,0,0,0,0,4,3,50,3,0,89,0,0,0,0,0,0,0,0,1,1,0,4,12,0,0,0,0,0,0,333,2,1,122,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,103,15,3,63,0,0,0,0,0,0,0,157,0,29,3,2,12,5,160,47,4,47,47,150,2,2,7
1262803,1,2,5,2555,7,2,17,50,4,2,2,14,0,0,0,0,0,0,24,1,1,19,4355,59,1,0,0,0,0,0,0,0,0,1,2,8,3636,0,5,7,0,0,0,0,0,0,0,0,0,1,1,36,401,4,1,13,0,0,0,0,5,0,0,0,1,2,3,3,64,0,0,0,0,0,0,31,6,5,110,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,5,12,2,875,0,0,0,0,0,0,0,4,7,38,3,9,6,1,47,30,4024,3,644,9,0,5,7
1950931,0,1,17,50,79,6,89,3,2,3,4,31,0,0,0,0,0,0,1,1,2,34,0,3,23,0,0,0,0,0,0,0,0,0,3,11,110,1,20,176,0,0,0,0,0,0,0,0,0,3,1,37,163,234,0,57,0,0,0,0,0,0,0,0,1,213,7,2,1,0,0,0,0,0,0,23,128,5,101,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,5,20,51,160,0,0,0,0,0,0,0,5,0,2,7,2,6,4,184,4,81,3,265,75,1,17,4
1780378,2,2,1,5,2,3,1,1,2,1,2,6,4,10,5,20,38,8,1,2,2,1,0,1,2,16,23,15,86,4,7,4,23,2,2,1,5,1,2,1,66,14,13,6,2,3,6,108,0,0,1,2,2,1,2,1,16,27,6,20,10,3,0,11,1,1,1,3,2,11,0,3,19,30,9,2,1,2,2,24,6,9,71,5,8,2,1,1,5,18,0,4,35,9,1,1,1,2,27,11,10,14,15,11,8,2,2,1,1,1,2,2,2,1,4,2,3,1,2,3,2
404941,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180164,15,14,7,7,10,9,8,14,13,22,11,9,0,0,0,0,0,0,9,20,26,9,0,15,23,0,0,0,0,0,0,0,0,6,27,12,9,4,19,6,0,0,0,0,0,0,0,0,0,3,10,9,7,3,5,6,0,0,0,0,0,0,0,0,7,13,13,13,29,0,0,0,0,0,0,7,10,35,10,0,0,0,0,0,0,8,12,18,0,0,0,0,0,0,16,8,15,6,0,0,0,0,0,0,0,11,9,23,13,12,14,20,9,16,8,9,10,11,19,9,7
341220,2,2,3,5,9,4,2,20,4,5,6,3,0,0,0,2,9,0,2,4,33,4,0,5,23,24,0,0,95,0,0,0,5,11,28,7,6,2,21,2,7,0,8,0,2,0,0,0,67,1,21,5,3,1,8,2,4,14,0,10,48,55,0,23,3,9,2,11,8,0,3,3,0,0,5,2,2,19,3,20,0,62,156,9,0,7,14,2,0,0,0,0,3,0,4,2,10,3,18,0,25,0,27,101,220,3,15,9,6,21,8,14,4,5,7,3,5,6,26,6,7
1397275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020948,0,0,0,1,0,0,0,0,0,0,0,0,18,0,5,0,43,3,0,0,0,0,0,0,0,32,3,31,12,129,98,0,27,0,0,0,0,0,0,0,16,96,6,19,83,46,40,0,0,0,0,0,0,0,0,0,177,0,0,11,0,358,0,15,0,0,0,0,0,11,65,11,0,6,0,0,0,0,0,80,142,78,0,23,71,0,0,0,0,0,8,28,84,0,0,0,0,0,36,0,3,107,57,27,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,1,2,1,0,5,1,0,0,0,6,0,9,6,0,0,0,1,0,0,0,0,0,4,0,9,0,17,1,0,2,0,0,11,28,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,1,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1951644,1,0,0,0,0,0,5,0,1,1,0,8,0,0,0,0,0,0,2,0,2,27,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,6,2,6,0,0,0,0,0,0,0,0,0,0,0,7,2,6,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,0,3,0,2,1,0
1947120,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0
69484,5,4,3,12,5,6,5,1,3,2,4,36,0,0,0,0,0,0,6,5,5,4,0,8,8,0,0,0,0,0,0,0,0,3,2,12,13,2,5,2,0,0,0,0,0,0,0,0,0,1,2,5,8,7,2,6,0,0,0,0,0,0,0,0,3,5,2,2,1,0,0,0,0,0,0,4,4,2,7,0,0,0,0,0,0,8,4,2,0,0,0,0,0,0,4,2,5,6,0,0,0,0,0,0,0,3,3,4,3,5,6,5,6,4,12,3,14,4,1,2,9
1681,1,9,2,7,7,4,4,6,10,115,11,1293,30,2,39,4,0,865,26,0,1,3003,0,1163,0,0,0,346,947,2,20,0,0,19,59,0,18,61,17,61,1423,0,63,295,0,2079,0,5,119,607,215,296,1,27,10,3,0,3,6,0,4,15,76,44,2674,0,406,1,6,0,52,6,0,3,2766,2,32,73,2,1172,0,0,0,23,3765,116,641,46,0,0,0,0,136,4,7,2,1,2,132,389,2,0,0,82,28,4,13,2,424,192,3,2,2,141,35,5,1,4,1,5,0
1951027,11,17,1,3,1,1,2,0,0,1,1,6,0,0,0,0,0,0,1,24,15,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,7,1,1,1,1,9,2,1,3,1,3,1,9,1,3
1778263,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,153,0,0,0,0,0,0,0,3,2,212,0,4,12,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947936,1,1,2,2,2,1,4,3,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,7,1,2,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,8,0,8,0,0,0,0,0,0,0,1,1,9,4,1,6,1,9,1,3,1,15,4,1,1,1
1886,0,1,0,1,2,1,1,0,20,0,1,247,0,0,0,0,0,0,11,1,0,16,0,41,1,0,0,3,0,0,0,0,0,0,10,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,1,1,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,25,1,0,39,0,0,0,1
1505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1951647,3,4,1,5,1,26,12,0,0,1,12,18,0,0,0,0,0,0,5,2,1,61,0,1,4,0,0,0,0,0,0,0,0,0,1,0,11,0,2,24,0,0,0,0,0,0,0,0,0,1,0,16,4,45,0,6,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,7,15,2,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,15,2,3,0,0,0,0,0,0,0,0,1,0,2,0,1,1,13,1,26,0,7,1,1,15,0
1674912,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,7,7,0,0,0,0,0,0,0,0,0,14,2,0,43,10,6,2,0,0,0,0,0,0,0,0,0,70,0,1,23,3,0,0,0,0,0,0,0,0,0,6,4,1,18,0,0,0,0,4,31,2,4,5,8,0,0,0,2,0,20,8,3,0,0,0,0,0,0,7,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,3,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965593,2,1,0,1,1,2,7,2,2,1,1,18,5,0,8,11,97,51,10,1,4,49,0,1,11,170,0,155,0,0,7,0,22,3,2,1,1,2,6,11,0,8,1,5,286,0,0,0,249,11,0,11,4,21,1,3,707,0,0,581,0,18,0,30,1,6,14,1,1,0,0,682,0,7,5,2,6,5,10,15,1238,162,0,32,4,0,1,8,10,0,12,8,137,4,1,8,6,2,3,119,0,185,0,15,30,1,1,1,1,1,1,1,6,1,3,1,7,1,1,2,0
2034511,1,2,5,1,1,0,3,0,1,1,1,13,0,0,0,0,0,0,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,2,1,0,0,1
